date,frp_total,hotspots,ti4_max
2018-02-14,14.38,1,330.41
2018-02-15,0,0,
2018-02-16,0,0,
2018-02-17,0,0,
2018-02-18,0,0,
2018-02-19,0,0,
2018-02-20,0,0,
2018-02-21,0,0,
2018-02-22,0,0,
2018-02-23,0,0,
2018-02-24,0,0,
2018-02-25,0,0,
2018-02-26,0,0,
2018-02-27,0,0,
2018-02-28,0,0,
2018-03-01,12.33,3,332.18
2018-03-02,0,0,
2018-03-03,0,0,
2018-03-04,0,0,
2018-03-05,0,0,
2018-03-06,0,0,
2018-03-07,0,0,
2018-03-08,0,0,
2018-03-09,0,0,
2018-03-10,0,0,
2018-03-11,0,0,
2018-03-12,0,0,
2018-03-13,0,0,
2018-03-14,0,0,
2018-03-15,0,0,
2018-03-16,23.14,3,334.01
2018-03-17,0,0,
2018-03-18,0,0,
2018-03-19,0,0,
2018-03-20,0,0,
2018-03-21,0,0,
2018-03-22,0,0,
2018-03-23,0,0,
2018-03-24,0,0,
2018-03-25,0,0,
2018-03-26,0,0,
2018-03-27,0,0,
2018-03-28,0,0,
2018-03-29,0,0,
2018-03-30,0,0,
2018-03-31,0,0,
2018-04-01,0,0,
2018-04-02,0,0,
2018-04-03,0,0,
2018-04-04,0,0,
2018-04-05,0,0,
2018-04-06,0,0,
2018-04-07,0,0,
2018-04-08,0,0,
2018-04-09,0,0,
2018-04-10,0,0,
2018-04-11,0,0,
2018-04-12,0,0,
2018-04-13,0,0,
2018-04-14,0,0,
2018-04-15,0,0,
2018-04-16,0,0,
2018-04-17,0,0,
2018-04-18,0,0,
2018-04-19,20.64,4,329.72
2018-04-20,0,0,
2018-04-21,0,0,
2018-04-22,0,0,
2018-04-23,0,0,
2018-04-24,0,0,
2018-04-25,0,0,
2018-04-26,0,0,
2018-04-27,0,0,
2018-04-28,0,0,
2018-04-29,0,0,
2018-04-30,0,0,
2018-05-01,0,0,
2018-05-02,0,0,
2018-05-03,0,0,
2018-05-04,0,0,
2018-05-05,0,0,
2018-05-06,0,0,
2018-05-07,0,0,
2018-05-08,0,0,
2018-05-09,0,0,
2018-05-10,0,0,
2018-05-11,0,0,
2018-05-12,0,0,
2018-05-13,0,0,
2018-05-14,0,0,
2018-05-15,0,0,
2018-05-16,0,0,
2018-05-17,0,0,
2018-05-18,0,0,
2018-05-19,0,0,
2018-05-20,0,0,
2018-05-21,0,0,
2018-05-22,0,0,
2018-05-23,0,0,
2018-05-24,0,0,
2018-05-25,0,0,
2018-05-26,0,0,
2018-05-27,0,0,
2018-05-28,0,0,
2018-05-29,0,0,
2018-05-30,0,0,
2018-05-31,0,0,
2018-06-01,0,0,
2018-06-02,0,0,
2018-06-03,0,0,
2018-06-04,0,0,
2018-06-05,0,0,
2018-06-06,0,0,
2018-06-07,0,0,
2018-06-08,0,0,
2018-06-09,0,0,
2018-06-10,0,0,
2018-06-11,0,0,
2018-06-12,0,0,
2018-06-13,0,0,
2018-06-14,0,0,
2018-06-15,0,0,
2018-06-16,0,0,
2018-06-17,0,0,
2018-06-18,0,0,
2018-06-19,0,0,
2018-06-20,29.96,3,348.02
2018-06-21,0,0,
2018-06-22,0,0,
2018-06-23,0,0,
2018-06-24,0,0,
2018-06-25,0,0,
2018-06-26,0,0,
2018-06-27,0,0,
2018-06-28,0,0,
2018-06-29,0,0,
2018-06-30,77.8,5,367
2018-07-01,127.19,10,367
2018-07-02,34.93,7,367
2018-07-03,68.34,8,350.18
2018-07-04,29.16,7,335.16
2018-07-05,19.53,2,352.97
2018-07-06,29.15,4,338.07
2018-07-07,53.56,9,347.81
2018-07-08,20.01,4,348.75
2018-07-09,40.2,4,367
2018-07-10,29.96,7,367
2018-07-11,133.08,15,355.24
2018-07-12,195.14,32,356.39
2018-07-13,108.1,40,354.36
2018-07-14,121.16,8,353.93
2018-07-15,210.49,17,367
2018-07-16,319.88,20,367
2018-07-17,95.26,14,356.25
2018-07-18,237.39,26,367
2018-07-19,161.91,22,367
2018-07-20,73.89,6,355.46
2018-07-21,25.16,5,346.65
2018-07-22,124.22,10,353.87
2018-07-23,415.98,5,367
2018-07-24,741.42,74,367
2018-07-25,143.81,21,367
2018-07-26,183.34,18,367
2018-07-27,187.77,17,367
2018-07-28,95.24,10,367
2018-07-29,27.75,5,345.08
2018-07-30,102.07,9,353
2018-07-31,141.78,13,367
2018-08-01,44.39,8,341.3
2018-08-02,89.2,11,367
2018-08-03,136.67,8,367
2018-08-04,425.26,58,367
2018-08-05,332.94,67,367
2018-08-06,222.35,10,367
2018-08-07,214.27,29,367
2018-08-08,157.06,16,349.18
2018-08-09,81.63,7,367
2018-08-10,64.35,6,367
2018-08-11,79.6,12,351.07
2018-08-12,55.7,9,341.5
2018-08-13,67.81,11,344.37
2018-08-14,133.22,12,367
2018-08-15,91.51,11,367
2018-08-16,52.84,10,337.66
2018-08-17,98.98,9,367
2018-08-18,155.76,9,367
2018-08-19,193.64,11,367
2018-08-20,51.28,6,343.77
2018-08-21,32.54,7,347.74
2018-08-22,12.23,1,339.94
2018-08-23,108.89,9,352.88
2018-08-24,16.78,1,344.94
2018-08-25,12.33,4,330.8
2018-08-26,41.42,3,347.89
2018-08-27,89.24,8,367
2018-08-28,73.48,10,367
2018-08-29,33,4,346.5
2018-08-30,46.77,8,367
2018-08-31,91.33,8,367
2018-09-01,0,0,
2018-09-02,84.97,5,367
2018-09-03,39.49,2,367
2018-09-04,148.05,12,355.38
2018-09-05,136.49,10,367
2018-09-06,46.94,12,347.57
2018-09-07,130.34,8,367
2018-09-08,403.39,47,356.44
2018-09-09,349.47,28,367
2018-09-10,223.08,26,367
2018-09-11,40.69,33,316.81
2018-09-12,218.21,18,367
2018-09-13,238.15,21,367
2018-09-14,54.46,16,356.36
2018-09-15,203.28,14,367
2018-09-16,255.6,74,367
2018-09-17,406.01,25,367
2018-09-18,31.03,10,336.45
2018-09-19,0,0,
2018-09-20,0,0,
2018-09-21,0,0,
2018-09-22,162.47,17,356.75
2018-09-23,476,135,367
2018-09-24,358.2,44,367
2018-09-25,353.97,17,367
2018-09-26,191.35,32,367
2018-09-27,91.78,10,367
2018-09-28,123.2,17,367
2018-09-29,135.12,21,367
2018-09-30,512.06,46,356.9
2018-10-01,207.12,42,367
2018-10-02,97.12,19,367
2018-10-03,203.67,29,356.59
